Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
0.13446062680771023,-2.170715649978985,-1.766818885019445,-0.3157119044330465,-1.111679872870317,0.5019490732486044,-1.0465446692464324,-3.800213915838473,1.393527866829958,-0.04417471226794598,0.2735544179495138,-1.9264775134340602,-0.2108148680212718,0.21736651668016288,-1.1866936946042754,0.54753535798325
-0.44325796420912333,-0.05587081541523415,-0.29326789248643187,2.0240136657302497,-0.06116384922144545,-1.1341062523724197,0.9897956050403207,2.8386002879014205,0.06653605621737868,1.6163327149920206,-1.2978527858195237,-2.85998164146063,0.3667298986958807,0.2990695851955545,-0.23756233592480952,-0.46876854925762407
-1.4451990091215288,-0.32399545619042797,-0.18596048198410178,0.844474447330932,0.5378736470903049,-1.5983696765362128,0.5853964037311487,2.4704699520841658,-0.41719373607084614,1.609629473591559,1.1369319591037956,-0.09247737740043782,-0.4625900459285293,-0.46111197390359804,0.4962551362024075,1.0695995657779527
-0.32955195281688515,-0.02319530628250801,-0.8284977309518835,-1.023881405692396,0.9587508258957748,1.3401871660226696,-0.2506569327764151,0.40394032230627597,0.15677160713705693,-2.796680035236959,0.6573367247040567,3.827949907291974,-0.0015076271992480966,1.5148098977644684,-2.1104331343524705,0.94840187412633
0.03516237971277546,-0.058628857587549446,0.01187369476145514,-2.2590674419715633,-0.39827514178553625,0.5469601006571558,1.3773579653361805,-5.2169078833953835,-0.5505130337193748,-4.2589195761545975,1.0684194094204933,2.7976211507469486,-0.2006461039748205,0.6687382573955079,0.2101661418693323,1.0642849716769254
-0.5439423581565184,-0.07005603165393298,-0.1412975130523009,-1.4020461134660684,0.4867300115186257,0.4431697019772804,0.056409061196990386,-1.8467223367023062,-1.3196171225876245,-3.073144377974359,-0.6393531142285178,2.0755932337610044,-0.023155732330380263,0.5610897053831239,1.6768659714359673,0.31976907484346817
0.14593829734460304,-0.003918918662532834,-2.118680063047415,-0.0027035315055690574,0.16701645888193747,2.000888227362451,-0.4362200493003547,0.36347198024010463,-0.004038861672410419,-1.03120157454453,1.199795685332646,0.5205682550523012,0.4154975807173406,-1.0173714797172,1.3629629270031227,-1.379475932442461
0.42996232904395965,2.8244199851914447,-0.6861425612100207,-0.3192281190697941,0.23421881091863947,-0.6888736294273008,-1.4151994290519594,-0.18464960037386627,-0.843112503901813,-0.5239213554120161,-1.0708703619049,2.108014933325932,-0.408108785853052,-0.47509166663872265,0.9307717723894153,-1.2591323042436096
0.12398741628589584,1.0343365088443868,-1.56666330254085,0.055656408154398596,0.4458754318944775,0.9257660420123067,-1.2458423913029266,-0.1534350050052835,0.27800279533313127,-0.04584903738569154,0.5427372825284785,0.46418883769866237,-0.31574288366255543,0.3737898504964667,0.4554762023021015,-0.8595086385116766
1.961011842238018,0.14360130373761884,-0.9399159785291284,0.40197398235314596,-1.0833804204927695,0.9299457852907753,1.2007068736314401,-1.617027942384679,0.723780809861879,1.5128621171936187,1.0100200604331746,0.4135089194790873,-0.04961138088514489,-0.8864855068806329,-0.9908179539267379,-0.9434632237731547
-0.029988110523800755,0.0757772510367459,0.0779738944719325,0.5761918198657521,0.05964706559525124,1.4040184578986294,-0.5222061362390411,5.253233057846613,0.36893632920751696,0.49621128695371686,-1.159715613575204,-0.5975965120982308,-0.04185782862658909,0.8519564306224138,0.6370011400415244,-0.17313874651473607
-0.6955995060415401,-1.3781017649866572,-0.1763432358726108,0.6082201119043636,0.39145411311818135,-1.265835313168225,0.41113327208328676,1.9727175692107333,-0.6326971304891431,0.9610948848316659,0.2531248274031964,-1.2160222212394602,0.09838729597573613,0.7136146354004874,1.1372127259659734,1.1291141960126838
-1.3172615637951186,-0.5420972752729539,0.2249481538883234,0.27430508281147975,0.7058814803745067,2.702015131058568,0.8055795294518364,2.593211321723321,0.7128152754842981,0.4797465530129296,-0.6120607228528462,0.7056573272901783,-0.3982969026302701,-0.3791652550470597,-0.6483832920147321,0.18796328795386497
2.6020720431886497,-2.0702888877870778,0.3669762146528836,-1.6310631297782257,-0.6656280390156487,1.156494279038215,0.23510937775554794,-5.038011983152377,-0.4547074179967365,-2.3285058638371576,-0.9494796442691655,1.6046948551469125,0.002333614914413785,-0.7966763322110638,1.8341676938810634,0.7903965422127612
-2.18364759056302,0.023389042049031326,-0.34494149304015,0.6038365261361398,-0.9428322454123295,-0.255146803564064,0.7517415426895615,-0.05478546291059733,-1.0202172964106964,1.5384423035007406,-0.7582372103151934,-2.088776273360003,1.784967566644521,0.5620376611702956,-1.2649124955802107,1.0248163125052048
2.32190557257869,0.6536132230713252,-1.4230742733030384,-0.25011393402321946,1.2920144821334336,-0.8658368393913032,0.6989543303121737,2.2371083415931508,-0.6814884748718338,-1.1848455575941503,-2.0688382931708467,1.0748146259540845,-0.05227847392182578,-1.2831141082948854,1.5155471518555665,-1.3989533637207383
-0.29470276084802666,0.011723198989539635,1.3006166576686835,-1.3609771565381512,1.2199631214557476,0.05032928394248618,-1.0934917132644213,-0.25691358020157107,0.0617247815691245,-3.534823799967883,0.2783306325853239,3.0833151451019223,0.012237850279637311,0.8061007857869925,1.485265506653205,-1.264118096217476
2.337532083632688,-2.257208450505242,-0.0280087339150826,0.3387823612690252,0.46988585767686913,-0.7945618722857832,-0.4560281074135673,1.3198739247983364,-0.3360648033786912,0.9272690819632279,0.6531607474437989,-0.27059857042914554,0.5247885498679657,0.4590176993567397,0.9302470395754096,0.7866389860281712
